b1;b2;b3;b4;b5;b6;b7;b8;b9
0,557425392634722;-0,725503176718387;0,832403363785718;-3,03229550224246e-02;2,12865977582173e-02;0,018360626992027333;0,119299986240751763;9,08452724449380e-02;-0,035402293738184654
0,812512668370003;-0,862452357333023;1,094715013699320;-2,73598447035406e-02;8,08128425983552e-03;-0,023897573446923656;0,065154074609994214;1,09883453169361e-02;0,028418136798633274
0,641531138495788;-0,634344150525240;0,834974528026498;-1,17806213569240e-01;2,39546185002879e-02;0,011051080250325850;0,031973606828833295;-1,64396602306634e-05;0,023996160045797212
0,729599049796050;-0,977815663715081;1,064317580447218;5,72160318752302e-03;-9,54292859026714e-02;-0,034064967549750878;-0,081309742224767237;-9,62750602964603e-02;-0,061896229814348752
0,749860239918163;-1,037736229383144;0,866885135306731;-2,49116496126297e-03;8,52541236039210e-02;0,029533924331275298;0,172863155772231936;-1,74528487480730e-01;-0,177943766317902069
0,666942267407160;-0,956046017750886;0,979037859900379;-8,66515455415802e-02;-9,32678199035866e-02;0,063877592737619143;0,056660870878696014;7,01420655647699e-02;-0,009791945002791572
0,757840713738201;-0,980967176235248;0,794798686699934;3,63688299689432e-02;-1,66587677754357e-01;0,194394140827183315;-0,093454526750003430;-6,73703608186820e-02;-0,101451481553463799
0,673301466073497;-1,021716626834000;0,786391941259410;-6,00124671081633e-02;1,45654126483417e-01;-0,222391646743846400;0,293358520582746640;5,84933256309493e-02;-0,080482214100072808
0,775780937219080;-1,055318720543047;0,859084696748342;1,41715876533541e-01;1,45482199004994e-02;-0,138303746761481772;-0,062641716307994755;1,25082874360357e-01;-0,026851138565789211
0,582124580792521;-0,761751434120297;0,693657287136379;7,24582143654232e-02;2,33064341157290e-02;0,095592561104296161;-0,064292098338457684;-7,88724941509215e-02;0,030850072709970956
0,899526369129056;-0,941557404873141;0,829693891932813;5,93061814796463e-02;-1,63632640569422e-01;-0,032327310427737697;-0,028609438078015102;1,39311059749782e-01;0,152893150675727924
0,627758918144880;-0,670370234136293;0,622117480731390;8,29019538765142e-02;-6,56214128602548e-02;-0,001087759658833168;0,006893606184198820;-1,13988205593150e-01;-0,129458503486567456
1,160968008031661;-1,213813486532869;1,084729856075233;2,51543025795135e-02;6,15942600617929e-02;-0,117549017302852096;0,058165305013235094;-8,95046101114481e-03;-0,009999621691610656
0,737102451553493;-0,693255020720865;0,899911417497142;-4,89999359246846e-02;1,06074407507047e-01;-0,057884113062712433;-0,070871768112604996;4,59246990991087e-02;0,130898379117897729
1,084422902013139;-1,301418028719857;1,353212041660315;-2,71755195841913e-01;-2,63176123264621e-01;0,136489611182594811;0,184561135648991931;-2,49922171443451e-01;-0,066100495173087886
0,569524072224822;-0,616569040775081;0,801423941145149;5,12128099300135e-02;-7,45062713450318e-02;-0,060463807832170383;0,142817657964184858;1,41992023509303e-01;0,007939660750955623
0,792973464620758;-0,733267433370455;0,797229469197187;-1,46204283451313e-02;-2,11375372495834e-01;0,002854507549464863;-0,010756818934588850;-1,19297404947410e-02;0,012942353997125951
0,778505585153441;-0,954299003524928;0,812045237823884;7,86059925893515e-02;5,96249278370842e-02;0,065097254276583028;-0,082912308550295494;2,04296763100544e-01;0,080972901759718482
0,919416386905186;-0,795225717366844;1,144950487006822;-3,45383073803938e-02;1,38865253235700e-01;0,197947600214225167;-0,043740129390991700;1,95726041413352e-01;-0,019553142747066505
0,762598757981077;-0,953755951769153;1,056675663073884;2,17149303386631e-02;-2,23557318335579e-02;-0,192577744942232509;0,001728934024509060;9,34699789360173e-02;-0,134166107200666185
0,948626018871962;-1,012421498898423;0,959313974756259;-2,24149584955253e-01;2,25108704575421e-01;0,183585962592293289;0,219216302651973616;6,76617067433672e-02;0,026455933205688207
0,539305807886218;-0,683568244415841;0,648849744708402;2,44764939536246e-01;1,95888747884912e-02;-0,140445808179127385;0,132681661704429521;-1,08427048848399e-02;0,045163680640139522
0,610825389288168;-0,777646384969197;0,689437912111858;3,74567808534025e-02;-6,86098244990039e-02;-0,030918136210452814;0,155933522140010439;2,15914513628087e-02;-0,108024897906265349
0,662837010870831;-0,732434684830506;0,806039506996741;-2,32776038486367e-02;-5,80152723339881e-02;0,035171107903822107;-0,070779132382269988;-2,39754361512267e-02;-0,076025849173615365
0,707360417351210;-0,964528344278073;0,800859980548594;4,76627634155196e-02;7,33979140642879e-02;-0,001217833969252588;-0,138555321284600880;-2,75072377400908e-02;0,053727139848624733
0,710452521070466;-0,839632890440326;0,918341025311363;4,92863744470962e-02;1,06645058088161e-01;-0,146267387272621341;0,006071098541529744;-9,29786671666819e-02;0,089812468397103953
0,793626753316238;-0,719447375111106;0,946822234313199;7,66377444510045e-02;-9,53503785031562e-03;-0,085452617130567954;-0,057584134664482665;-2,35982836731452e-01;0,074976829100614220
0,684460172330829;-0,917890421364745;0,607004260776512;-1,49187375072186e-02;8,95885834687005e-02;0,068786035785657437;0,066376791522794285;-6,69037902499075e-02;0,007088363948488854
0,863457084873463;-0,979103804177386;1,192928972407412;-2,29848816685288e-02;8,02541180451269e-02;0,106501210900390331;-0,068734053266908610;-4,18589315394932e-03;-0,032776510419400336
0,739851047296602;-1,002207878825151;0,895945714270771;-1,82437062110871e-01;7,68951529514625e-02;0,128950806056459005;0,080199365519867033;-1,55395917186006e-01;-0,013340546158091741
0,621380126759853;-1,111377420544305;0,712072151036959;3,33156069223473e-02;8,99740854782996e-02;-0,007957313904232098;0,108806579823685315;-6,24633041157968e-02;-0,004989811278638918
0,873672218900008;-1,126033529808560;0,908048711063369;-4,13660300009963e-02;1,85108888240070e-01;-0,004580643566215735;-0,114432409461120196;1,57773910610753e-01;-0,198455219080582640
0,577643112889024;-0,613180249324653;0,679721011400082;-1,30609230047543e-01;4,24691425724551e-02;0,064506650543138033;-0,161706365589947609;3,04966582765388e-02;-0,058018031232581042
0,735017920839315;-0,866672704222537;0,705298151599821;7,74468588744850e-02;-2,25431657450792e-02;0,103114948660826489;0,081902229980749808;1,07213862881350e-01;-0,073222540463451641
0,967917081270101;-1,047352490481405;1,117349707765380;1,93014943931822e-02;-1,07129740902112e-01;-0,066838001271315506;0,023756969626137318;-1,37098605711114e-02;-0,189297787974826104
0,807907793987697;-0,914715150937041;0,751554395725846;7,05677855838765e-02;2,40930624633548e-02;-0,047514728887198189;-0,094987318424214706;1,20818430544341e-01;0,060657185492250694
0,441214072740193;-0,708216650224444;0,838422744735484;-1,68002831801655e-01;-1,24739002565559e-01;0,017455947857882480;0,059466562772442021;-5,94071941332435e-02;0,003311694803687904
0,790733388464708;-0,875251279901186;0,893884798490425;-2,03007218334915e-02;-9,03535074383158e-03;-0,135601956972629056;-0,128058694876347245;3,92591920629864e-02;0,062527208628891148
0,706004481417777;-0,693219046157695;0,776630366794188;-1,10466317026258e-01;1,08470489224780e-01;0,082873390889188048;-0,058614601529487872;-9,71941441381195e-02;-0,019429844991991102
0,825204208182115;-0,653072732461489;0,762188489552581;3,22219254235557e-02;-8,20189460914622e-02;0,034208185277243744;-0,119434826368293348;1,03860644422244e-01;-0,200578785116908215
0,631880418743318;-0,876188046917845;0,875813895169878;-5,87117616325252e-03;1,13948099301650e-01;0,123516332738546217;0,181218432035273186;-2,29904706624985e-03;-0,034917066805211797
0,589431072123242;-0,829011094037587;0,746893749369803;1,27569202677779e-01;9,50791503625773e-03;-0,098498600476481665;0,094522822697003489;3,44107221958325e-02;0,054095891003698757
0,899309640453962;-1,044751168830131;0,934285104425413;2,87994837080206e-02;5,50914680622610e-02;-0,154074936265125279;0,143417274284942886;-9,02033681889478e-02;0,143956497793693572
0,752097418267928;-0,829173635287001;0,975953292123878;1,40746672919892e-01;-4,06868822919563e-02;0,005081660885505968;0,140033678584121662;-7,34386590525317e-02;0,032440964002578815
0,690403151721031;-0,718433479314082;0,966702150439501;-5,94432284818752e-02;-5,80621557471768e-03;-0,075108116290269505;0,220688646252762161;1,71275115957092e-02;0,016901463144723482
0,622443598980782;-0,642036587691625;0,699879945693271;-7,99120366641861e-02;1,74083945563574e-02;-0,117438903961874924;-0,073841326955888589;8,24555864889308e-02;0,054575315581471481
0,710035602272199;-0,845401057965929;0,975613791964960;-7,31864704024576e-02;1,61562776419102e-01;0,030940231540177866;0,231781948266910870;-5,29287154478534e-02;0,037129696647324802
0,837064697210378;-0,830209820938492;0,745563636701466;4,18176948298507e-02;-4,60452970115366e-02;-0,046991413471054184;0,097452886148664208;-1,28923732222034e-02;0,177913422589200815
