b1;b2;b3;b4;b5;b6;b7;b8;b9
1,003088973811550;-1,101540891585890;1,163997963386858;-0,037989951366869751;-6,12541856802723e-02;-0,055511109501094114;0,151007557837857298;-1,91058848778681e-01;-0,252988268695315932
0,540162409963545;-0,479243998364762;0,605955018754020;0,065753573444257016;3,74505159381584e-02;0,039916405107755598;-0,000600909351775288;-9,97581960719769e-03;0,219296714418930061
1,027148959212826;-1,169787885630008;1,279197700514254;-0,018374578274735043;2,60525603714199e-01;0,188781425763740268;-0,151797263148036987;-1,52696338051125e-01;-0,036249151070605383
0,768463746800099;-0,871856867834223;0,929052826220047;-0,025945579360149747;1,24747114856083e-02;-0,177400893759817796;-0,094479953013339807;-1,30869606648912e-02;-0,119961198635984756
0,886146029230126;-0,843237369836631;0,812833482815128;0,015272675951229633;-1,70335985837732e-01;-0,019682916077510246;0,049706200636532853;1,07691674962723e-01;0,047472937404386711
0,863004671485790;-0,805180722997673;1,155884633286904;-0,028713478692392266;1,61824266226076e-02;0,198147823801590128;0,096813579413189896;-6,88297265881829e-02;-0,077878785630431990
0,888858744326021;-0,859648009235237;1,115911373255880;0,032448468154413983;-9,20777928238571e-02;0,032121149030569916;-0,243688490328968360;5,64542973947450e-02;0,105985735941819786
0,668319707398671;-0,758819004349560;0,843340517848183;0,104749831874238725;8,01898456795195e-02;0,045010839001919170;-0,026645144619894139;-4,04954700724593e-02;-0,055319125246392632
0,946335511044986;-1,040952737964463;0,885252858675580;0,012913321056720854;3,12214115677692e-03;-0,145188455826742668;0,140079894975948027;2,02063915455658e-01;-0,057861612727064811
0,810985064543229;-0,758513987560956;1,142532009405488;-0,052639001344384671;-8,13724555410559e-02;0,082824708481273615;0,093896923012438460;-6,18712961113357e-02;0,059013545100691824
0,975949408569311;-0,839314512769655;0,940851807816481;-0,311241817706211510;-5,28625973016565e-02;0,076990290305096853;0,002658556519599666;-1,46022171576905e-01;-0,054941925155899560
0,813553948599202;-0,966234704225116;0,825926370159180;-0,166944521613050317;-7,74134948496848e-02;-0,032839887734411259;0,052347026550210667;-9,31943061325657e-03;-0,092918386905373976
0,807577511442470;-0,865252206909032;1,100333290575700;-0,133827029043778550;-7,41324481172430e-02;-0,028609350624301842;-0,198014947603490477;-3,63714213170237e-01;-0,061284318490358362
0,526581458570669;-0,592657020928767;0,680023609572296;0,000207165532695995;6,92323560408801e-02;-0,223424370014561502;-0,064662702172022482;3,94009897915345e-02;0,018460917898809086
0,519686137170133;-0,652838587126984;0,649933206654386;-0,128588440995939579;5,15149408724010e-02;-0,232463958061976533;0,039640083448506849;-2,09835786070515e-02;-0,068052304345043182
0,803778127488674;-0,604643263585980;0,647445565165876;0,129950657406158659;5,20612580058846e-02;-0,031559911128393521;0,115593952445227716;2,55781335637644e-02;0,050708145721534148
0,874851323075842;-0,967646505513815;0,827130065105369;0,281646382108786897;1,10664176784308e-03;-0,029779589803069814;0,154003615130022115;-1,34073276155457e-01;0,079095976235502297
1,243251157878101;-1,150508359625472;1,345079729975634;0,086122688796398908;-2,60069115181256e-01;0,024647336838149750;-0,102716959280052145;-3,14687502233334e-01;0,141834384642818639
1,045972375478192;-1,076112668505621;1,004475721693358;-0,006454887132590059;1,64158645220726e-01;0,206953054494618344;0,014842447882908661;8,74420801730031e-02;0,284578554210788592
0,664596418827750;-0,903688404427478;0,640816008605473;0,165331091398998098;1,96098579083490e-01;0,283062911741221390;-0,173934287125420084;-1,25673907849548e-01;0,060585785963040401
0,815248612636794;-0,924940484238216;1,046269603345686;-0,053665290154832450;-2,74496671112782e-03;-0,091173495509290131;0,001315303865348445;1,57657293661150e-01;-0,095715930880659550
0,840885718196666;-1,106696169356760;1,072170882072071;0,022935301798441988;-1,70311231674202e-01;0,015697770005592127;0,233380129314455759;1,34399427458251e-01;0,323403139175355181
0,952136105928993;-0,951625319625790;1,096201429005642;-0,220137868469352765;-1,38983800588666e-02;-0,121893717146823510;0,124277107289399863;-6,87136274086001e-02;-0,282567880179568687
0,703135756518311;-0,772616500828089;0,736669586713627;0,067418401755391419;-3,45474693375757e-02;0,114973213358069482;0,054348249214306706;6,05202056612144e-02;0,019193871816689495
0,885927199300785;-0,917725335571452;0,781495110717737;-0,176576876181916476;-7,75430345943152e-02;-0,240158810566534986;-0,003015266247237521;-2,37512355858922e-01;-0,016050807316754574
0,728765402628609;-0,958709462656316;0,663073692495599;-0,021558862071454080;-1,89266308606438e-02;0,026917129421173223;0,460577672585537834;6,58731034083442e-02;-0,030052047155378327
0,745511227681896;-0,564068280139821;0,919258782324348;-0,012291051252576454;9,25792903288264e-02;-0,020812298668389229;0,096544045483158134;8,55645646862444e-02;0,040129811938551377
0,820920094258057;-0,559525560642819;0,857156723687238;0,126553544831714188;-7,15661375242721e-02;-0,027542325264017269;-0,164874508325739882;1,29253248531854e-01;0,110060277595328410
0,659725866650104;-0,606482121265268;0,714480636817843;-0,109451081720297522;1,05342533116793e-01;0,089917145096830173;-0,003709590368715213;8,45742320508458e-02;-0,012355918842472485
0,782674823943184;-0,733781143111467;1,047485963570031;0,044780358136630172;-1,42833540371443e-01;-0,325360005155184873;-0,097547096377502793;-1,24922739135473e-01;0,038739106989023359
0,829712660031129;-0,835398195330910;1,109911094663786;-0,051815067076701943;1,15476938978737e-01;-0,072485281070216179;-0,183109427131996627;-6,32628095150334e-02;0,001605004133497393
0,924384341633954;-1,209183916183167;1,004375226398029;0,216118182177505780;4,40623771697761e-02;-0,077208939114949540;-0,181349711916566680;-2,23531323280819e-01;-0,302324784767403820
