X0;X0.1;X0.2;X0.3
0,3333627530606033;0,520403271461480;0,485941424490249;0,585679408091092
0,5429906831515886;0,270508891565521;0,451583947373017;0,772313288671974
0,6600814379941460;0,282922573325516;0,593859407903915;0,825593195269583
0,4867835602297899;0,618183436023950;0,348223145912238;0,761845585092634
0,4563228038015291;0,660534500683394;0,430506790568301;0,420891846911953
0,5756382314582411;0,408822606859878;0,530944693647411;0,321467635508687
0,5952941936162365;0,588609961835852;0,943219321790819;0,595363254108639
0,4428756536718864;0,488290480172868;0,571397533641520;0,590898914699096
0,5351666602649491;0,634447759058087;0,917022402181343;0,512321866035818
0,3873847958607868;0,301534524713317;0,441416910017856;0,585680135167275
0,3496436396414584;0,346155589088166;0,697092753955619;0,534083894662916
0,7571019328999342;0,652247500775111;0,625700338906372;0,499212176674979
0,4406668643489924;0,585308138564287;0,669139306572076;0,503581260419019
0,2686188558240367;0,575605229381463;0,473099188917841;0,458097472670963
0,5871543494559071;0,510647552819403;0,457081101293665;0,198171371846585
0,4968418092380235;0,456042139222359;0,470583290889111;0,750944683774699
0,7791100634222290;0,629543427880687;0,493343335294441;0,570055246195874
0,6728285830367209;0,507901195964355;0,580835916340661;0,660666355088503
0,3530760107515502;0,349269366166103;0,445289031862277;0,588407599032313
0,3882773835241742;0,573432826957722;0,631733691359322;0,539215761241516
0,6542271610553931;0,396933215387567;0,694309721910518;0,778862341055567
0,7834059589417378;0,434729793753898;0,605821452600236;0,720130194546720
0,4791610510944446;0,540040515994248;0,597465933889738;0,499515423642274
0,1100049457889593;0,686905930314476;0,677969691783606;0,469282776432135
0,5443217830726654;0,640718207553610;0,576229010552240;0,515590307778693
0,3390910455669769;0,537910699491615;0,563807100080273;0,437939688454668
0,6498451076530060;0,383138228316871;0,624847110873951;0,663742560264727
0,3794263680691577;0,422444461359461;0,478213730847139;0,540554321953710
0,5875410192812769;0,294159579190216;0,446486766753061;0,569075714235844
0,4078998290436013;0,714409234369349;0,559855011881606;0,840154314497729
0,5686039058730467;0,447406452027114;0,566423352154881;0,741395422429244
0,4438036582604472;0,516471486985514;0,556141592409816;0,334792106158054
0,5800202705004956;0,495212429915146;0,822298419471810;0,505302737278938
0,6014226683521882;0,664610393253907;0,700718609353886;0,303350251906027
0,4575217811422316;0,673702106700938;0,473660865604375;0,756238876288854
1,0269174135241181;0,665046057867583;0,591522028439786;0,444211070547733
0,5057379220523535;0,558140643203287;0,404712379404084;0,634935503508921
0,5883258250073431;0,495691064600954;0,421301371351550;0,282084991841474
0,5315344176930558;0,815484235399077;0,469024920198841;0,500186053362056
0,5321190453443834;0,480474304744105;0,490730612278441;0,617067652225380
0,6469780503640581;0,666525600906748;0,432856700008465;0,575984840544479
0,5167987553095030;0,367424758342730;0,647253123906844;0,537723430442551
0,7437552338363721;0,516849568069930;0,729218137570892;0,435807183419523
0,5125865558533244;0,676815310722550;0,553858623081066;0,578314964373963
0,7309103343989884;0,561888336068561;0,775425595504504;0,641271740531202
0,7097799123921801;0,602663199967663;0,840257599898793;0,643589536498115
0,8045013018941640;0,709266473579700;0,404757764234077;0,579551509237796
0,5798318401625333;0,190782245658326;0,461382656351940;0,859220040605581
0,5484804258601449;0,646967446260496;0,664379346685313;0,356500564484271
0,6171604589651127;0,457416613017638;0,618839287502062;0,431026001749652
0,6751203911716889;0,248782313605877;0,443064363563157;0,496207572979238
0,5055942385784198;0,727415395410838;0,500499746656862;0,426389725877336
0,5078221335911158;0,457460218811717;0,624506754808541;0,572543116986839
0,8465901932687021;0,561687083948387;0,569672133993783;0,521223010697979
0,7372125083120394;0,597534591705324;0,378330747683167;0,528941553962607
0,5819672270046962;0,463518781594202;0,533245139783857;0,611779513965666
0,5740555223741687;0,528808339232049;0,539873283841633;0,562807187543762
0,5380531444236383;0,435700223356872;0,825107218953308;0,621414937282872
0,6562473873198670;0,689741403034087;0,601540631949138;0,638975679889897
0,7892675788218716;0,717369675756233;0,717975570070461;0,663725651074119
0,6157838381144194;0,491641175453702;0,586473703474157;0,897380743892605
0,9390544880026529;0,867235377442170;0,588910709044640;0,705043720995319
0,5069505348160800;0,659179288354403;0,362104886225855;0,503037080714477
0,4682308947054722;0,571376730359844;0,417567177865318;0,400498679472408
0,5348393507314916;0,750908975767745;0,676650182647095;0,881634464267750
0,5237427155797890;0,509588020019981;0,368219251904256;0,520615213353247
0,4583019200130073;0,750274272915570;0,434047053832073;0,501575856438357
0,6200972396630697;0,765603754507150;0,925043732664036;0,578802341178392
0,6826341949101924;0,535626011902727;0,749913375820202;0,669589889418237
0,4092985271052313;0,618828736745160;0,740227895949860;0,436940083503845
0,4920225839803037;0,474050118004509;0,489804880869267;0,486685402325248
0,6048237245426670;0,573142458252338;0,499937830814828;0,494582912373037
0,4736156428057001;0,494210378290042;0,477852894543910;0,363456575382232
0,6188593055236759;0,837136473516429;0,944707932042450;0,581639524562696
0,3858359769627380;0,441416523678771;0,704350979733023;0,395767644918564
0,1826920760237345;0,572577625103104;0,403430929003858;0,562932312164523
0,5072381853906156;0,552128635980754;0,567168927489589;0,359296911680837
0,5228404705415459;0,391900208522163;0,549383736714356;0,416139344525988
0,4337561378170632;0,715436354933505;0,433605895503443;0,638926782317474
0,4842565896400600;0,531814404723784;0,641348884513977;0,582463367716614
0,5423104941304047;0,598323630540543;0,543638365695128;0,533105110006801
0,5075106704806961;0,369379428633444;0,636548851204707;0,514005022010124
0,5970108965576763;0,627252763100473;0,525908085685533;0,570233901110397
0,4711914080859954;0,749587341728092;0,411875866349427;0,450578280800327
0,4378614259081285;0,560626091478349;0,529687707916879;0,649748305451362
0,5966028215904413;0,554646663034807;0,545726903298085;0,711177165549887
0,7050462525510570;0,499052035810810;0,390863375327934;0,387558417397020
