results.beta_t
3,18854113460180e-01
6,26034973510093e-01
3,36966031547905e-01
-4,65539266678648e-02
6,54104253917641e-01
8,51727893232345e-02
7,63999765680117e-01
7,60950095150819e-01
-2,29536192269964e-01
3,19731616989602e-01
-3,01511562625889e-02
2,79771959380417e-01
2,31560945644554e-01
6,46943956303310e-01
-3,60601138146421e-02
2,30675723714122e-01
2,62844636124351e-01
2,84859942079567e-01
-4,98141001060858e-02
4,40462761190741e-02
-9,69325274290429e-02
4,99171525362456e-01
4,11828321360464e-01
2,25646944223905e-01
1,90122200262781e-01
1,44466539866194e-02
1,10418229073849e-01
2,82804680784371e-01
2,02012457006964e-01
4,01886742605820e-01
5,28324789158659e-01
9,46484842262663e-02
3,40084569361230e-01
-5,74862642848718e-02
3,76159714004182e-01
2,53405018571250e-02
1,06002870551931e-01
1,30616407799494e-01
6,72340624690291e-01
2,80108413153852e-01
1,24117537471430e-01
2,15142416062494e-01
5,70000045402689e-01
3,17967617116785e-01
2,46884839464867e-01
3,82703990152359e-01
5,70983051468254e-01
4,71417610503487e-01
2,34140129320349e-01
6,67887886995934e-01
1,73594236287134e-01
-8,49761020176665e-02
3,58538793030745e-01
1,26527314932997e-01
2,91061596863798e-01
5,08799192938394e-01
6,71074184646403e-01
-1,14792062475752e-01
9,22704993077174e-01
1,53348304991021e-01
5,11171818237263e-01
6,08395188495458e-01
5,87657579983493e-01
6,92938145269776e-01
2,22001598068688e-01
9,39134182317423e-02
6,36671193369557e-01
3,69288771946145e-01
2,78489382893376e-01
2,99697024428273e-01
4,53453050907282e-01
1,97200715743616e-01
1,15648559437759e-01
3,97114060973860e-01
3,04494567320918e-01
6,45198637403781e-01
3,82361973780197e-03
1,71899748152204e-01
6,57572505514063e-01
1,16294394234159e-01
1,78233613144107e-01
4,25233227506772e-01
5,31269083253596e-01
4,00607476234271e-01
4,25707979578516e-01
5,07742393150758e-01
6,61739432024038e-01
2,21348408884554e-02
8,98632937539318e-01
5,28330093210496e-01
2,30640743070279e-01
4,10041312806086e-03
3,25376206612063e-01
3,41758005553235e-02
-3,67464629969360e-02
7,36020334315806e-01
2,22605247168840e-01
-1,33466908090656e-01
3,39296510827292e-01
5,05899350034407e-01
7,20276498659717e-01
4,22247135462811e-02
6,70568989513130e-01
2,28148682274994e-01
2,22662226481483e-01
4,83215695795748e-01
4,14240461501103e-01
3,45649815208372e-01
3,87733787241029e-01
9,84697679938007e-02
5,68050266314006e-01
1,24247929223709e-01
7,65068822318018e-01
6,85577358900458e-01
1,01241460936007e-01
-1,74557755876244e-02
2,51844024083771e-01
3,46830657748343e-01
5,93658946173370e-01
5,45048638719939e-01
-2,60604319868066e-02
1,48815172981506e-01
4,53383287852286e-01
4,16158462418435e-01
1,54393612779098e-01
3,57983819401458e-01
4,68630662416918e-01
4,26324722218024e-01
2,54637666086941e-01
4,75931049328699e-01
3,14951268161600e-01
8,04161218708103e-01
1,91007853959829e-01
2,01816546478107e-01
-5,51636393349539e-02
7,32498213780958e-01
6,62944975351942e-01
1,12800311655651e-01
3,68959144605074e-01
5,84669761274390e-01
4,16006994229056e-01
4,28465307475063e-01
3,96826628958445e-01
4,00642690652180e-01
4,46723772810998e-02
3,70891777541652e-01
5,77113787950956e-01
3,26302458177109e-01
2,74796868692797e-01
3,78802685818736e-02
7,87057001499676e-01
-1,22132547618984e-01
7,89791999557226e-01
3,95846248334573e-01
8,48410841893727e-02
-1,91450212835684e-01
5,51122032736523e-01
3,31643095297939e-01
3,17814060075135e-01
-3,23547240811096e-01
4,91306050361458e-01
1,94454138713437e-01
5,89645234581125e-02
6,60919228786325e-01
5,86348209230583e-01
-1,53913619701173e-01
-1,63461981706523e-02
7,01223862669954e-01
2,69869001678284e-01
1,35295707066458e-01
3,62271032518732e-01
7,24513900741630e-01
1,43592150317810e-01
1,64927660278733e-01
9,83430690148930e-02
2,75519514506134e-01
4,18870098305016e-01
3,80654271523968e-01
4,16116409934569e-01
-1,12010603355738e-02
6,47564130601998e-01
3,69853290752535e-01
-1,54329024213396e-01
3,66973597991027e-01
1,70254980057478e-01
5,88403290563226e-02
3,34315937783315e-01
5,02833862581514e-01
1,85767345892145e-01
4,39714749704045e-01
2,00012187241429e-01
2,31537273528846e-01
2,64801181578047e-01
3,38115599745912e-01
3,03610537253748e-01
-4,85653351472726e-02
3,79290289202659e-01
6,50380841334052e-01
2,22919624083931e-01
-1,11659307545889e-01
3,89794536627919e-01
7,28473220075588e-01
4,06108441213872e-01
2,00798885930048e-01
5,66902348574706e-02
6,30744556636080e-01
3,55276208281520e-01
2,36629786972437e-01
-1,38763199274808e-01
2,62671547528982e-01
-7,77453744137669e-02
1,57909779380038e-01
2,62910134390074e-01
1,48558977653952e-01
7,65837023413174e-02
8,02570686986905e-02
7,31276658677781e-01
2,18114508150960e-01
3,67261322424235e-01
4,65051183220300e-01
5,79269612686456e-01
2,57123943515193e-01
6,44014802836301e-02
2,49966589121299e-01
4,98223231741461e-01
1,82660532130006e-01
4,89834535663444e-01
2,28171752003876e-01
3,70286564804100e-01
1,57736522227992e-01
3,99538261407381e-01
3,85307973877747e-01
5,62144974528440e-01
3,80413163751331e-01
2,47855043503883e-01
4,15586134930054e-01
-3,02425811115071e-02
1,81070655506169e-01
2,97104697345560e-01
3,32056781955272e-02
2,15731031441911e-01
2,53195453646915e-01
3,44758440212495e-02
1,20664315278831e-01
1,48526940618706e-01
6,01461195549581e-01
4,32248289740204e-01
2,03770440433091e-01
-2,82998746687780e-02
-1,23041630867071e-01
4,28361462222335e-02
2,06146901316916e-01
1,84093208282690e-01
3,04846200836829e-01
8,79724258731995e-02
-8,12494274470227e-02
4,82569683660735e-01
2,98681436411721e-02
2,75980585324023e-01
2,84955596212132e-01
4,50600275836733e-01
6,11539416110912e-01
6,30172478033182e-02
1,05271198602929e-01
4,59487061893937e-02
4,04312425341639e-02
1,84703392862931e-01
-9,11185182451835e-02
5,01525734747259e-01
6,11496451541754e-01
1,46110461860591e-01
2,69216632618603e-01
1,45329764532027e-01
3,15251516168468e-01
2,92067673346499e-01
3,89256936544634e-01
5,75512719665719e-01
-4,59577301447124e-02
3,70290140527750e-01
5,86650925390031e-01
4,30434236082931e-01
2,47519670020818e-01
7,03494813730550e-01
2,34988329784099e-01
6,81553006116361e-01
3,59689641385368e-01
8,78122448441106e-02
