results.gamma
0,412474766083383
0,836083432930670
0,471190417364822
0,611470313951225
0,810538446544027
0,350980672474145
1,004943067407305
1,400665524679541
0,568046301938996
1,999959007207255
0,418816250114651
0,269967448830167
0,598747488086847
1,222971972685106
0,444285932924939
1,442373590462789
0,607574540083682
0,653536473073531
0,389993640603734
0,426298827695545
0,500527239052051
1,212812436283051
0,441247532806050
1,025495207419958
0,558625785049515
0,368628080860788
0,514407114307464
1,060033212829610
0,305103402107397
0,877674228261826
0,582935131376917
0,986065719556991
0,488518027041195
0,391606421056159
1,025467910801927
0,570844866331403
0,726327925942630
1,073062520251444
0,473449908437898
0,755690935671083
0,644901918010518
0,741138273581975
0,880837224135779
0,967074965126108
0,474825510454224
0,263051294765944
0,953035948649668
1,009882385683927
0,891832968500685
0,770266951242602
0,280120964090142
0,794980125258440
0,357098222578081
0,421839414733317
0,808225053295082
0,821025845193810
0,477377071908224
0,397147454283376
0,739985760135399
0,658980994035479
0,908849449858920
0,864315428774276
1,291701458521151
0,558938599589632
0,376354630692433
0,366016146329138
1,063921558932735
0,509655682684226
0,587801724641755
0,795803833117013
0,649408665069301
0,928649611510466
0,476239837228069
0,984392058165598
0,533100171708924
0,638265412728237
0,400742866539575
0,387082343154973
0,578549346865507
0,565033502436007
0,576478734321945
0,637331672533022
0,688555476767485
0,712757547840727
0,850198671414973
0,802890519639775
1,169089845056887
1,167809256908366
0,961319490615350
1,399691005588607
0,598982789815613
0,428389523718217
0,723748379323826
0,546602724688594
0,812381928662465
1,431011513657436
0,769045628432940
0,416869857633957
0,363829743890237
0,748214168444624
0,710401118851563
1,070024876154511
0,681791895122249
0,330477749895495
0,425791991251887
0,651067152437905
0,708785028698002
0,336226388068140
0,293894354482627
0,624287596108326
0,639119486680947
0,310786468490500
0,573539692841414
0,641244913208122
0,857818183126401
0,846816092941660
0,431006702232241
1,028070605956923
1,079168474581039
0,542627212712432
0,488681719621794
0,822188560301301
0,837313653319314
0,619165403073898
0,930841969737112
0,470930192580921
0,672296054793061
0,331450608155200
0,609677631263227
0,954089119147767
0,393435559137396
0,668606901652446
0,409476215562495
0,536688897059416
0,462551959564869
0,846441496171330
0,569614564997471
0,837706767977748
0,751209516937968
0,537544290786466
0,402609644444474
0,694262638911974
0,688651843970906
0,762965072946681
0,445057053954977
0,381786463883820
0,389895066711571
0,680898907553814
0,580781530084359
0,447559136093383
1,384302342470372
0,534844697261579
1,118370629457944
0,901808958697304
0,311776203394971
0,664825190030134
0,808820059124658
0,631830396334403
0,589393954115555
0,901681452228258
0,833940500619237
0,528681254016790
0,462226992676023
0,497554136262594
0,651837761175427
0,444842231739334
0,594857665298780
0,717015210771663
0,419568966074298
0,696233068114573
0,537303094323261
0,922097824754696
0,640645884802475
0,936972567032101
0,619872503817341
0,503948201277177
0,690871978001275
0,834300520042283
0,944812217767835
0,570243830823401
1,396062936402345
1,367707041500920
0,492879730766771
