Type;MP;Beta
hat;0.05;1,11322934229178e+00
hat;0.05;1,18187868691104e+00
hat;0.05;9,09952595254978e-01
hat;0.05;6,62135889029490e-01
hat;0.05;8,79493701520985e-01
hat;0.05;7,54424876895747e-01
hat;0.05;1,13119095041234e+00
hat;0.05;8,69577262988103e-01
hat;0.05;1,01997334656434e+00
hat;0.05;1,14362665842801e+00
hat;0.05;5,37373308408092e-01
hat;0.05;3,85582323024774e-01
hat;0.05;1,33047173944007e+00
hat;0.05;6,77897336000619e-01
hat;0.05;5,00346450327355e-01
hat;0.05;6,34184423669468e-01
hat;0.05;1,22181821857622e+00
hat;0.05;1,02271947828176e+00
hat;0.05;7,75795787034752e-01
hat;0.05;7,49688430861203e-01
hat;0.05;9,01936975387169e-02
hat;0.05;1,09900933388144e+00
hat;0.05;9,95732234406518e-01
hat;0.05;1,10373515004957e+00
hat;0.05;1,10162775618737e+00
hat;0.05;8,73674936833844e-01
hat;0.05;1,24341079441527e+00
hat;0.05;5,66264852635235e-01
hat;0.05;9,08638957777427e-01
hat;0.05;1,08121041094443e+00
hat;0.05;4,76391211711462e-01
hat;0.05;7,32788005168028e-01
hat;0.05;1,36288279127559e+00
hat;0.05;8,64739461311178e-01
hat;0.05;7,61976914741578e-01
hat;0.05;1,04624854318365e+00
hat;0.05;1,25560271230645e+00
hat;0.05;7,26005711583488e-01
hat;0.05;7,26284657967351e-01
hat;0.05;1,21945129028212e+00
hat;0.05;9,08482882988721e-01
hat;0.05;1,00009130466540e+00
hat;0.05;6,19871313054147e-01
hat;0.05;1,29859465065731e+00
hat;0.05;5,51127713311455e-01
hat;0.05;6,54779063567216e-01
hat;0.05;6,23450625756551e-01
hat;0.05;9,11990876216099e-01
hat;0.05;1,15203262332647e+00
hat;0.05;1,04136180361962e+00
hat;0.05;7,46551358709997e-01
hat;0.05;8,72281419936762e-01
hat;0.05;8,56286642209077e-01
hat;0.05;4,29505863171195e-01
hat;0.05;9,78104791731073e-01
hat;0.05;1,23875742069043e+00
hat;0.05;4,36677329402334e-01
hat;0.05;6,94293638081693e-01
hat;0.05;7,01798919820119e-01
hat;0.05;9,37823828532169e-01
hat;0.05;7,81007124843055e-01
hat;0.05;6,11579604818593e-01
hat;0.05;1,01364878739928e+00
hat;0.05;7,98385012510294e-01
hat;0.05;1,03806277493735e+00
hat;0.05;1,12522585394393e+00
hat;0.05;6,81470364568413e-01
hat;0.05;5,12329456084844e-01
hat;0.05;7,01596822694959e-01
hat;0.05;7,40293913894413e-01
hat;0.05;1,17667050622882e+00
hat;0.05;1,15941859377713e+00
hat;0.05;8,88936626098773e-01
hat;0.05;1,14869386776016e+00
hat;0.05;7,83594094015547e-01
hat;0.05;5,20635616286876e-01
hat;0.05;9,39191606181470e-01
hat;0.05;7,43470803102926e-01
hat;0.05;1,04184711391689e+00
hat;0.05;9,90200938336508e-01
hat;0.05;7,68723921191905e-01
hat;0.05;6,33854555755892e-01
hat;0.05;8,99494296396499e-01
hat;0.05;8,13281422507887e-01
hat;0.05;8,56867373768100e-01
hat;0.05;1,01077329397167e+00
hat;0.05;8,92412304361402e-01
hat;0.05;5,82442193181550e-01
hat;0.05;8,33460137287230e-01
hat;0.05;8,36467436244254e-01
hat;0.05;8,64945269408699e-01
hat;0.05;8,07917665101756e-01
hat;0.05;7,88995584244092e-01
hat;0.05;6,07720300419494e-01
hat;0.05;9,86366782865800e-01
hat;0.05;9,29633373699967e-01
hat;0.05;4,48968676822241e-01
hat;0.05;7,10863308027429e-01
hat;0.05;7,10021862957408e-01
hat;0.05;9,63217819533591e-01
hat;0.05;1,11234801202061e+00
hat;0.05;7,94851990693716e-01
hat;0.05;2,08360945779799e-01
hat;0.05;7,82429934585632e-01
hat;0.05;1,36930132588298e+00
hat;0.05;8,75361689227381e-01
hat;0.05;2,84191264411993e-01
hat;0.05;3,66178784065662e-01
hat;0.05;8,34629595973602e-01
hat;0.05;8,33019256696012e-01
hat;0.05;9,82804434541960e-01
hat;0.05;1,11270464058805e+00
hat;0.05;7,27887665515860e-01
hat;0.05;7,69073688889932e-01
hat;0.05;9,67467478015370e-01
hat;0.05;9,45119614860245e-01
hat;0.05;1,09396014476886e+00
hat;0.05;9,04145359832842e-01
hat;0.05;5,27931533248811e-01
hat;0.05;6,10055886683907e-01
hat;0.05;8,16228323388737e-01
hat;0.05;8,92239521216768e-01
hat;0.05;9,51868638335208e-01
hat;0.05;1,09932933401538e+00
hat;0.05;1,20070211310028e+00
hat;0.05;5,66105161427180e-01
hat;0.05;1,12626809940188e+00
hat;0.05;1,00283251877538e+00
hat;0.05;8,15248854345128e-01
hat;0.05;1,08664466373079e+00
hat;0.05;1,05859927979543e+00
hat;0.05;5,91629550722629e-01
hat;0.05;5,90737453064668e-01
hat;0.05;9,14231714671244e-01
hat;0.05;1,42522982292583e+00
hat;0.05;8,32312712881757e-01
hat;0.05;9,04070203348205e-01
hat;0.05;1,15974570813102e+00
hat;0.05;6,34966698126037e-01
hat;0.05;6,88719794738469e-01
hat;0.05;9,49811443512105e-01
hat;0.05;7,13536397277816e-01
hat;0.05;6,27124951246812e-01
hat;0.05;8,62069239554957e-01
hat;0.05;4,03476127198630e-01
hat;0.05;1,06880790791867e+00
hat;0.05;9,61441543200673e-01
hat;0.05;8,80311709596298e-01
hat;0.05;6,90688904505434e-01
hat;0.05;5,60894905596275e-01
hat;0.05;8,39183117153512e-01
hat;0.05;1,00702648291765e+00
hat;0.05;7,15038817291526e-01
hat;0.05;8,74294321735939e-01
hat;0.05;6,54207247947674e-01
hat;0.05;1,40423481387288e+00
hat;0.05;7,21191851473802e-01
hat;0.05;3,21852152876719e-01
hat;0.05;7,17642154303946e-01
hat;0.05;1,09475751764516e+00
hat;0.05;3,50966005765085e-01
hat;0.05;5,70233531152368e-01
hat;0.05;8,63875046636759e-01
hat;0.05;5,61232315747259e-01
hat;0.05;8,51419353306029e-01
hat;0.05;7,12647917627277e-01
hat;0.05;1,04340131819594e+00
hat;0.05;1,19441000722265e+00
hat;0.05;5,95194136828180e-01
hat;0.05;1,01215782320778e+00
hat;0.05;4,08680373808618e-01
hat;0.05;8,88545130603191e-01
hat;0.05;6,51738412768902e-01
hat;0.05;8,34235019702122e-01
hat;0.05;4,21386031304672e-01
hat;0.05;5,85566152123802e-01
hat;0.05;1,12490988561279e+00
hat;0.05;4,52887562902652e-01
hat;0.05;7,43741797169700e-01
hat;0.05;4,94244201619902e-01
hat;0.05;8,27285364930854e-01
hat;0.05;8,19595229215157e-01
hat;0.05;8,29873856436132e-01
hat;0.05;1,36466053711549e+00
hat;0.05;8,51189393392533e-01
hat;0.05;1,17894719500149e+00
hat;0.05;6,30944340524748e-01
hat;0.05;1,22991791223564e+00
hat;0.05;9,60601006168491e-01
hat;0.05;4,70005111783499e-01
hat;0.05;8,19354006399838e-01
hat;0.05;9,44512360522572e-01
hat;0.05;8,89934632732287e-01
hat;0.05;1,02363525861555e+00
hat;0.05;8,53519456858264e-01
hat;0.05;8,09421355363032e-01
hat;0.05;5,96908071688652e-01
hat;0.05;1,00545650578300e+00
hat;0.05;1,17377003319415e+00
hat;0.05;7,56976265750382e-01
hat;0.05;1,12605809098744e+00
hat;0.05;5,53413610351583e-01
hat;0.05;1,11323626110049e+00
hat;0.05;6,78419433345611e-01
hat;0.05;9,87878954766141e-01
hat;0.05;1,02028700963117e+00
hat;0.05;8,82678799287677e-01
hat;0.05;6,11927337348411e-01
hat;0.05;9,54796134624596e-01
hat;0.05;5,01368697093708e-01
hat;0.05;4,87836474693837e-01
hat;0.05;9,24000716685797e-01
hat;0.05;9,10726728595694e-01
hat;0.05;8,89884682993736e-01
hat;0.05;9,71403540219048e-01
hat;0.05;4,13301979553781e-01
hat;0.05;7,21365217660054e-01
hat;0.05;1,19880592321457e+00
hat;0.05;6,94064336871322e-01
hat;0.05;1,09846541871885e+00
hat;0.05;5,99627911614478e-01
hat;0.05;6,47784377346271e-01
hat;0.05;9,51088003176128e-01
hat;0.05;9,71445232995522e-01
hat;0.05;1,18082205558370e+00
hat;0.05;6,87306955261515e-01
hat;0.1;4,89373165222069e-01
hat;0.1;5,49727293084821e-01
hat;0.1;6,44971670426794e-01
hat;0.1;7,60834926472499e-01
hat;0.1;1,14749472397664e+00
hat;0.1;7,37582736369084e-01
hat;0.1;6,31567626837205e-01
hat;0.1;8,88843383351640e-01
hat;0.1;5,73388794044323e-01
hat;0.1;2,68780807258190e-01
hat;0.1;7,88979822141692e-01
hat;0.1;6,59438022110681e-01
hat;0.1;5,78316888618703e-01
hat;0.1;5,75787326148227e-01
hat;0.1;7,20830801641434e-01
hat;0.1;6,05430119853947e-01
hat;0.1;7,84100193564333e-01
hat;0.1;4,55626147332923e-01
hat;0.1;2,69777992030733e-02
hat;0.1;9,28631399764159e-01
hat;0.1;8,33353567055424e-01
hat;0.1;8,37313562590788e-01
hat;0.1;1,00270451423949e+00
hat;0.1;5,30024187504630e-01
hat;0.1;6,17339677784385e-01
hat;0.1;6,56126689218223e-01
hat;0.1;7,70913357779709e-01
hat;0.1;7,78652856010720e-01
hat;0.1;5,08910203663848e-01
hat;0.1;6,70417962052608e-01
hat;0.1;6,29230077528407e-01
hat;0.1;3,91824208902606e-01
hat;0.1;8,62025511824354e-01
hat;0.1;3,62367914629916e-01
hat;0.1;8,04265027153211e-01
hat;0.1;5,70846432137602e-01
hat;0.1;5,81631159608682e-01
hat;0.1;3,87119577450098e-01
hat;0.1;8,14773110534606e-01
hat;0.1;5,57129768592886e-01
hat;0.1;7,25047822571100e-01
hat;0.1;5,52430022291660e-01
hat;0.1;5,77019748315002e-01
hat;0.1;6,70284082537896e-01
hat;0.1;6,75407205775223e-01
hat;0.1;5,11217099899525e-01
hat;0.1;6,61033122763581e-01
hat;0.1;7,46316436214494e-01
hat;0.1;8,69235401630948e-01
hat;0.1;6,36854352723201e-01
hat;0.1;6,33676504987046e-01
hat;0.1;5,33236282428615e-01
hat;0.1;5,21101051924870e-01
hat;0.1;4,83549751327681e-01
hat;0.1;4,70465408563112e-01
hat;0.1;7,70106999595492e-01
hat;0.1;6,17681047072204e-01
hat;0.1;1,18896279028358e+00
hat;0.1;6,06727396773828e-01
hat;0.1;1,01304530476541e+00
hat;0.1;5,16707335420501e-01
hat;0.1;8,23463787984337e-01
hat;0.1;4,49379580520843e-01
hat;0.1;6,61789106604298e-01
hat;0.1;7,04402632360806e-01
hat;0.1;2,97545776895792e-01
hat;0.1;4,41788332725840e-01
hat;0.1;2,77492089235980e-01
hat;0.1;1,06509989148298e+00
hat;0.1;8,18941152681121e-01
hat;0.1;9,58910722694554e-01
hat;0.1;9,68965599562738e-01
hat;0.1;5,70813776305468e-01
hat;0.1;1,01887485501141e+00
hat;0.1;9,90392386952991e-01
hat;0.1;6,42593018338685e-01
hat;0.1;8,00030787037458e-01
hat;0.1;5,87353028446384e-01
hat;0.1;8,53958994599253e-01
hat;0.1;4,33431498846133e-01
hat;0.1;5,76205941152086e-01
hat;0.1;1,04816224650428e+00
hat;0.1;9,92113756932017e-01
hat;0.1;4,17746604306831e-01
hat;0.1;4,71300726402466e-01
hat;0.1;7,12503615632575e-01
hat;0.1;4,95115920708637e-01
hat;0.1;6,35837854753969e-01
hat;0.1;8,09800411954806e-01
hat;0.1;9,30061727079441e-01
hat;0.1;5,87016469416858e-01
hat;0.1;4,69238487587403e-01
hat;0.1;8,79482875975582e-01
hat;0.1;6,31753601100585e-01
hat;0.1;9,85353017940695e-01
hat;0.1;3,69847046349905e-01
hat;0.1;4,50049033045734e-01
hat;0.1;6,41966914158943e-01
hat;0.1;2,84411008963286e-01
hat;0.1;1,08529693017669e+00
hat;0.1;6,93085501519818e-01
hat;0.1;6,29419633384711e-01
hat;0.1;6,44181052867340e-01
hat;0.1;5,93608371349816e-01
hat;0.1;5,08266374835958e-01
hat;0.1;4,99098204888999e-01
hat;0.1;8,03405749095773e-01
hat;0.1;5,30831477593471e-01
hat;0.1;9,16435814238660e-01
hat;0.1;8,07313680638324e-01
hat;0.1;7,34466361933560e-01
hat;0.1;6,23605692052950e-01
hat;0.1;9,22035916567412e-01
hat;0.1;5,84687098403751e-01
hat;0.1;5,16012829139133e-01
hat;0.1;5,33940424290077e-01
hat;0.1;5,59352519661870e-01
hat;0.1;6,10024429948412e-01
hat;0.1;7,59256808212295e-02
hat;0.1;4,99305983871243e-01
hat;0.1;7,22959183609909e-01
hat;0.1;8,84510311371214e-01
hat;0.1;6,25679222134064e-01
hat;0.1;4,76800487030224e-01
hat;0.1;5,48086495329659e-01
hat;0.1;7,59869535216018e-01
hat;0.1;3,99554610153895e-01
hat;0.1;5,79671427541668e-01
hat;0.1;6,55031893015145e-01
hat;0.1;7,83020369610043e-01
hat;0.1;7,07039608160837e-01
hat;0.1;7,22354951199718e-01
hat;0.1;4,57721357744786e-01
hat;0.1;7,21263734419025e-01
hat;0.1;1,03056668905560e+00
hat;0.1;3,62438929201207e-01
hat;0.1;7,69756282592003e-01
hat;0.1;4,33545064453733e-01
hat;0.1;7,57789187992029e-01
hat;0.1;8,20277877391751e-01
hat;0.1;8,76294905779159e-01
hat;0.1;9,11789123704007e-01
hat;0.1;7,83695908973986e-01
hat;0.1;9,39211821021484e-01
hat;0.1;6,09544679042472e-01
hat;0.1;6,10599752884804e-01
hat;0.1;4,53288612494233e-01
hat;0.1;5,67002747010097e-01
hat;0.1;7,87507337975216e-01
hat;0.1;4,15479354109532e-01
hat;0.1;8,54337779324277e-01
hat;0.1;1,04994314049694e+00
hat;0.1;9,12195550074692e-01
hat;0.1;7,37918443660221e-01
hat;0.1;3,75849396261054e-01
hat;0.1;8,82202481571430e-01
hat;0.1;8,05568080440848e-01
hat;0.1;6,87649057688655e-01
hat;0.1;6,72345668595674e-01
hat;0.1;4,93195040096161e-01
hat;0.1;7,44717127965941e-01
hat;0.1;7,30131862317125e-01
hat;0.1;4,63048359810346e-01
hat;0.1;7,51694173166184e-01
hat;0.1;3,04597091991894e-01
hat;0.1;6,51278853335827e-01
hat;0.1;3,50721381714731e-01
hat;0.1;2,29119617458023e-01
hat;0.1;7,16402909338050e-01
hat;0.1;8,43679920963964e-01
hat;0.1;9,93648844620075e-01
hat;0.1;8,80209741833522e-01
hat;0.1;7,60720869099775e-01
hat;0.1;8,89130529977944e-01
hat;0.1;7,28584482637834e-01
hat;0.1;7,01291616509629e-01
hat;0.1;7,40404764847735e-01
hat;0.1;8,77068267214626e-01
hat;0.1;9,69872054211573e-01
hat;0.1;9,29638141718802e-01
hat;0.1;8,69724746575514e-01
hat;0.1;3,33980718903102e-01
hat;0.1;1,17175974860315e+00
hat;0.1;8,37749233185285e-01
hat;0.1;9,26118524516366e-01
hat;0.1;4,76170505715115e-01
hat;0.1;9,49002817177473e-01
hat;0.1;5,55232220680830e-01
hat;0.1;3,10842764687083e-01
hat;0.1;6,78746815737377e-01
hat;0.1;6,79456130239947e-01
hat;0.1;3,81838906236192e-01
hat;0.1;5,08570580236038e-01
hat;0.1;6,20635815324765e-01
hat;0.1;4,49631016420565e-01
hat;0.1;6,51232142863609e-01
hat;0.1;3,86168329477324e-01
hat;0.1;7,01835644255028e-01
hat;0.1;9,14070766695568e-01
hat;0.1;7,89056859434004e-01
hat;0.1;6,88823824537074e-01
hat;0.1;4,65706694099984e-01
hat;0.1;9,29787247083193e-01
hat;0.1;7,85364533696194e-01
hat;0.1;9,24046942805407e-01
hat;0.1;5,17319472739848e-01
hat;0.1;1,06429465839703e+00
hat;0.1;6,22783602101941e-01
hat;0.1;4,92265936161021e-01
hat;0.1;9,60316731082716e-01
hat;0.1;5,71027457002057e-02
hat;0.1;6,17943255852177e-01
hat;0.1;7,50857664016703e-01
hat;0.1;6,44802057530443e-01
hat;0.1;4,55144629446769e-01
hat;0.1;7,31281640346444e-01
hat;0.1;3,83277384730473e-01
hat;0.1;7,92112307974564e-01
hat;0.1;7,94585993780795e-01
hat;0.1;5,51132316771507e-01
hat;0.1;4,77758828650722e-01
hat;0.1;1,00359764571724e+00
hat;0.1;8,01445495895372e-01
hat;0.1;6,06376027939427e-01
hat;0.1;7,80622023273095e-01
hat;0.1;5,62837237364811e-01
hat;0.1;5,11956037755765e-01
hat;0.1;7,29824650821238e-01
hat;0.1;1,15697525455452e+00
hat;0.1;1,01799218519631e+00
hat;0.1;5,60008834764886e-01
hat;0.1;6,21335859992649e-01
hat;0.1;8,03321677857007e-01
hat;0.1;5,93519797798124e-01
hat;0.1;7,75903273984559e-01
hat;0.1;5,93717720391274e-01
hat;0.1;8,26135727634365e-01
hat;0.1;5,58889912410488e-01
hat;0.1;4,47354317510939e-01
hat;0.1;9,01389115257700e-01
hat;0.1;5,87400205879572e-01
hat;0.1;7,21577834783959e-01
hat;0.1;5,98956086159942e-01
hat;0.1;5,24397072347741e-01
hat;0.1;1,05012242909825e+00
hat;0.1;7,63140654345156e-01
hat;0.1;1,01197732311979e+00
hat;0.1;1,18705826329131e+00
hat;0.1;4,65896606542159e-01
hat;0.1;7,87304061958476e-01
hat;0.1;6,30164936744871e-01
hat;0.1;6,31377349868626e-01
hat;0.1;5,70879427509887e-01
hat;0.1;7,17978581639179e-01
hat;0.1;8,59656842629252e-01
hat;0.1;4,32976863290850e-01
hat;0.1;8,52244708625864e-01
hat;0.1;2,72593706352350e-01
hat;0.1;7,38545126862344e-01
hat;0.1;8,71262494829960e-01
hat;0.1;7,74265589573339e-01
hat;0.1;6,81059692271960e-01
hat;0.1;3,59854685347667e-01
hat;0.1;9,86451846964097e-01
hat;0.1;7,32903871193536e-01
hat;0.1;7,08543304614822e-01
hat;0.1;1,06454562319980e+00
hat;0.1;6,68792415832744e-01
hat;0.1;6,13330437874656e-01
hat;0.1;4,11811004701327e-01
hat;0.1;8,69558220844449e-01
hat;0.1;1,06029696972165e+00
hat;0.1;8,45669389601714e-01
hat;0.1;1,00795481333998e+00
hat;0.1;8,29414338595250e-01
hat;0.1;1,00464570695844e+00
hat;0.1;3,76484617333724e-01
hat;0.1;5,31880143399807e-01
hat;0.1;3,58549694698849e-01
hat;0.1;8,06167170668046e-01
hat;0.1;5,89742852861680e-01
hat;0.1;6,19635590166104e-01
hat;0.1;9,61974534069865e-01
hat;0.1;9,38270283239219e-01
hat;0.1;8,29326795061727e-01
hat;0.1;8,81129313221290e-01
hat;0.1;6,94763584442610e-01
hat;0.1;7,07781825799003e-01
hat;0.1;9,42095437646582e-01
hat;0.1;7,33744290781144e-01
hat;0.1;5,83338176904119e-01
hat;0.1;4,56545119826677e-01
hat;0.1;7,17889452207910e-01
hat;0.1;6,96900917765773e-01
hat;0.1;5,33825039851520e-01
hat;0.1;5,04392792925883e-01
hat;0.1;5,17433685921149e-01
hat;0.1;8,40738523629461e-01
hat;0.1;7,75010330696705e-01
hat;0.1;4,28832237992846e-01
hat;0.1;1,88269808535058e-01
hat;0.1;5,50252494590395e-01
hat;0.1;2,86091541013068e-01
hat;0.1;8,22628679729574e-01
hat;0.1;5,42451572949869e-01
hat;0.1;5,77240313874704e-01
hat;0.1;7,44265390637054e-01
hat;0.1;3,67147048706287e-01
hat;0.1;9,63713226343722e-01
hat;0.1;8,33825528476185e-01
hat;0.1;4,07728112814254e-01
hat;0.1;4,05586328780106e-01
hat;0.1;8,61325989364007e-01
hat;0.1;6,87235858937406e-01
hat;0.1;3,72783840893231e-01
hat;0.1;8,64780997925268e-01
hat;0.1;1,11476286683041e+00
hat;0.1;5,44650761777611e-01
hat;0.1;7,67519204425706e-01
hat;0.1;7,05319738003164e-01
hat;0.1;6,78822811589555e-01
hat;0.1;4,82125975316818e-01
hat;0.1;8,12240272736103e-01
hat;0.1;6,12861156656454e-01
hat;0.1;7,69503325482524e-01
hat;0.1;1,01883260983267e+00
hat;0.1;2,90390642893772e-01
hat;0.1;8,51244754501010e-01
hat;0.1;6,91206341232465e-01
hat;0.1;4,69214480801701e-01
hat;0.1;8,72377947644912e-01
hat;0.1;5,32260071405402e-01
hat;0.1;6,14277433070801e-01
hat;0.1;7,14582697308487e-01
hat;0.1;3,42397177421462e-01
hat;0.1;6,23336024810777e-01
hat;0.1;6,01565645354631e-01
hat;0.1;7,15895293751121e-01
hat;0.1;6,78255506060974e-01
hat;0.1;4,57163533999105e-01
hat;0.1;7,41434900533840e-01
hat;0.1;7,31788131702384e-01
hat;0.1;8,25692514969542e-01
hat;0.1;2,37516110624355e-01
hat;0.1;7,02796817009573e-01
hat;0.1;5,06418256519218e-01
hat;0.1;7,53328668714399e-01
hat;0.1;6,45454566700189e-01
hat;0.1;5,28851942068882e-01
hat;0.1;7,01646073891936e-01
hat;0.1;9,25434957379084e-01
hat;0.1;3,46750072062306e-01
hat;0.1;5,09862014943339e-01
hat;0.1;5,30928617160470e-01
hat;0.1;8,76345896139813e-01
hat;0.1;1,01905964468261e+00
hat;0.1;6,96975223672483e-01
hat;0.1;2,51619518042524e-01
hat;0.1;4,67244157726133e-01
hat;0.1;1,00365788362548e+00
hat;0.1;9,57260155668936e-01
hat;0.1;5,96857201097567e-01
hat;0.1;6,17467760698350e-01
hat;0.1;4,22565347697976e-01
hat;0.1;6,38887199609428e-01
hat;0.1;2,92518483178019e-01
hat;0.1;6,56930014083579e-01
hat;0.1;5,68188461036443e-01
hat;0.1;1,03516288796541e+00
hat;0.1;6,67303160973711e-01
hat;0.1;5,94275536599774e-01
hat;0.1;8,40203402442594e-01
hat;0.1;8,02048806460241e-01
hat;0.1;8,44337742967263e-01
hat;0.1;7,75611038091827e-01
hat;0.1;7,42121087257111e-01
hat;0.1;7,89873809063568e-01
hat;0.1;4,52412411839468e-01
hat;0.1;9,38443773161717e-01
hat;0.1;1,60012384790871e-01
hat;0.1;8,75081293675747e-01
hat;0.1;7,05289228684308e-01
hat;0.1;3,79435230677007e-01
hat;0.1;9,75907506828071e-01
hat;0.1;7,24949185663585e-01
hat;0.1;5,11519983855888e-01
hat;0.1;7,68090719742149e-01
hat;0.1;7,57242514396592e-01
hat;0.1;8,13491682236938e-01
hat;0.1;7,32158332118963e-01
hat;0.1;7,59614138064823e-01
hat;0.1;5,18521939148989e-01
hat;0.1;7,43062562666040e-01
hat;0.1;4,04114675907574e-01
hat;0.1;6,22163992412127e-01
hat;0.1;9,89056690613758e-01
hat;0.1;7,68102497699899e-01
hat;0.1;9,78162011995767e-01
hat;0.1;6,22401339401222e-01
hat;0.1;1,10220606686195e+00
hat;0.1;6,96391479595048e-01
hat;0.1;6,15118747235732e-01
hat;0.1;9,23019890682452e-01
hat;0.1;7,25083825641349e-01
hat;0.1;8,54661536940715e-01
hat;0.1;7,04826150530296e-01
hat;0.1;4,45347699759301e-01
hat;0.1;9,24276167574230e-01
hat;0.1;1,47027549790933e+00
hat;0.1;2,21405598191022e-01
hat;0.1;4,71974082559737e-01
hat;0.1;8,69388651435520e-01
hat;0.1;7,04006643875015e-01
hat;0.1;5,59906626078058e-01
hat;0.1;6,51991280759923e-01
hat;0.1;7,91783870138756e-01
hat;0.1;6,33584087784239e-01
hat;0.1;6,12658345423128e-01
hat;0.1;5,79927284357238e-01
hat;0.1;1,08427931952627e+00
hat;0.1;7,11576460665667e-01
hat;0.1;4,97366309058824e-01
hat;0.1;8,07505840214359e-01
hat;0.1;1,08284880653682e+00
hat;0.1;6,24224708567068e-01
hat;0.1;6,66714872267176e-01
hat;0.1;5,10977183872351e-01
hat;0.1;8,42045127225547e-01
hat;0.1;8,15952497846669e-01
hat;0.1;4,86747320556093e-01
hat;0.1;6,74599773861091e-01
hat;0.1;8,95284139302288e-01
hat;0.1;5,07041731775171e-01
hat;0.1;9,98176502248269e-01
hat;0.1;6,74074379347592e-01
hat;0.1;7,48857815237817e-01
hat;0.1;5,30270138189320e-01
hat;0.1;6,10057476945479e-01
hat;0.1;5,95214239703544e-01
hat;0.1;5,36737741841087e-01
hat;0.1;6,19602363422827e-01
hat;0.1;1,05237540128771e+00
hat;0.1;6,22140985281485e-01
hat;0.1;8,04414881285098e-01
hat;0.1;7,53736652196726e-01
hat;0.1;4,38569167829693e-01
hat;0.1;8,37885059536480e-01
hat;0.1;2,43094861295559e-01
hat;0.1;6,35184056801050e-01
hat;0.1;3,53555513684086e-01
hat;0.1;4,48512173451412e-01
hat;0.1;1,02932799857781e+00
hat;0.1;7,91076549086387e-01
hat;0.1;8,46570171091166e-01
hat;0.1;6,24206661480070e-01
hat;0.1;7,30073954019038e-01
hat;0.1;6,78863528367684e-01
hat;0.1;9,24625454967871e-01
hat;0.1;5,43404706050571e-01
hat;0.1;8,21013363654184e-01
hat;0.1;9,79308824638271e-01
hat;0.1;8,28995269157633e-01
hat;0.1;1,09476623259106e+00
hat;0.1;6,17828023264438e-01
hat;0.1;8,03330802749014e-01
hat;0.1;1,00443727827229e+00
hat;0.1;7,45317735869990e-01
hat;0.1;6,56649016476895e-01
hat;0.1;2,63674951719292e-01
hat;0.1;8,29749040291440e-01
hat;0.1;4,56600970708579e-01
hat;0.1;7,88103342242583e-01
hat;0.1;7,99866081257679e-01
hat;0.1;6,91048011659610e-01
hat;0.1;6,72042097758036e-01
hat;0.1;7,19233998148582e-01
hat;0.1;1,01940112072029e+00
hat;0.1;6,98695074717660e-01
hat;0.1;7,56395317053362e-01
hat;0.1;6,67484807933162e-01
hat;0.1;5,71089735887584e-01
hat;0.1;6,43973353681937e-01
hat;0.1;4,50088917450624e-01
hat;0.1;1,04452666170681e+00
hat;0.1;3,40183023239369e-01
hat;0.1;8,09022326710479e-01
hat;0.1;7,55344129435216e-01
hat;0.1;9,21632676650595e-01
hat;0.1;6,53744652215289e-01
hat;0.1;1,19261979548848e+00
hat;0.1;4,89663624931364e-01
hat;0.1;3,50771319342266e-01
hat;0.1;9,37454881585420e-01
hat;0.1;7,37847807997700e-01
hat;0.1;8,19299272629473e-01
hat;0.1;3,94469854641421e-01
hat;0.1;8,89135330981726e-01
hat;0.1;4,53584873973441e-01
hat;0.1;5,38245745661438e-01
hat;0.1;7,96661094682270e-01
hat;0.1;7,83517515009755e-01
hat;0.1;5,62041588789078e-01
hat;0.1;7,93704903877689e-01
hat;0.1;5,79033452928400e-01
hat;0.1;8,94987936639168e-01
hat;0.1;7,33867651767936e-01
hat;0.1;8,08221819326355e-01
hat;0.1;7,05100007946596e-01
hat;0.1;4,66736533853553e-01
hat;0.1;8,83498284621208e-01
hat;0.1;5,01944971291195e-01
hat;0.1;5,60432276144583e-01
hat;0.1;5,97036883777100e-01
hat;0.1;6,01375585742313e-01
hat;0.1;9,07431343101633e-01
hat;0.1;8,92197355780598e-01
hat;0.1;9,08584696583502e-01
